id,alcohol,alcohol_bands,category,country,description,designation,price,price_bands,rating,rating_bands,region,subregion,subsubregion,title,url,varietal,vintage,winery,quantity
742,15.0,High,Red,Italy,"Enticing aromas of violet, dark berry, leather and a balsamic note lead the nose. The juicy palate offers dried black cherry, licorice and black pepper alongside polished tannins and fresh acidity. Drink now - 2027.",Corte Vaona,50,Reasonable,92,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Novaia 2013 Corte Vaona  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/novaia-2013-corte-vaona-amarone-della-valpolicella-classico/,Red Blend,2013,Novaia,1
937,15.0,High,Red,Italy,"Enticing aromas of black-skinned berry, underbrush and cedar come together on this. The chewy palate delivers blackberry jam, mocha and star anise alongside firm tannins.",Santico,49,Reasonable,90,Pretty Good,Veneto,Amarone della Valpolicella,,Santi 2013 Santico  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/santi-2013-santico-amarone-della-valpolicella/,Red Blend,2013,Santi,1
1087,15.0,High,Red,Italy,"Aromas of ripe black-skinned berry, tobacco and toasted oak emerge from the glass. The chewy palate delivers prune, mocha and licorice alongside assertive tannins.",,46,Reasonable,89,Mediocre,Veneto,Amarone della Valpolicella Classico,,Bolla 2013  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/bolla-2013-amarone-della-valpolicella-classico/,Red Blend,2013,Bolla,1
1152,15.0,High,Red,Italy,"This opens with aromas of ripe dark berry, underbrush and toasted oak. The chewy palate delivers raisin, mocha and licorice alongside close-grained tannins.",Forlago,55,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella Classico,,Vogadori 2013 Forlago  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/vogadori-2013-forlago-amarone-della-valpolicella-classico/,Red Blend,2013,Vogadori,1
1154,15.0,High,Red,Italy,"Aromas of baking spice, mocha and raisin lead the nose. The chewy palate delivers prune, licorice and white pepper alongside rounded tannins.",Corte Majoli,25,Reasonable,89,Mediocre,Veneto,Amarone della Valpolicella,,Tezza 2013 Corte Majoli  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/tezza-2013-corte-majoli-amarone-della-valpolicella-308185/,Red Blend,2013,Tezza,1
1508,15.0,High,Red,Italy,"Black plum, cocoa and tobacco aromas lead the nose. The chewy palate offers raisin, roasted coffee bean and star anise alongside tightly packed tannins.",,49,Reasonable,88,Mediocre,Veneto,Amarone della Valpolicella,,Degani 2013  Amarone della Valpolicella,https://www.winemag.com/buying-guide/degani-2013-amarone-della-valpolicella/,Red Blend,2013,Degani,1
1526,15.0,High,Red,Italy,"This opens with aromas of ripe dark berry, mushroom and tilled soil. The firm palate offers raisin, toasted oak and espresso accompanied by close-grained tannins.",,45,Reasonable,88,Mediocre,Veneto,Amarone della Valpolicella,,Roncolato 2013  Amarone della Valpolicella,https://www.winemag.com/buying-guide/roncolato-2013-amarone-della-valpolicella/,Red Blend,2013,Roncolato,1
1608,15.0,High,Red,Italy,"This opens with aromas suggesting ripe black plum, forest floor and leather. The robust palate delivers prune, white pepper and nutmeg alongside chewy tannins.",,65,Upper-Medium,88,Mediocre,Veneto,Amarone della Valpolicella Classico,,Aldegheri 2013  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/aldegheri-2013-amarone-della-valpolicella-classico/,Red Blend,2013,Aldegheri,1
891,15.0,High,Red,Italy,"Intense aromas of violet, black-skinned berry, leather with a whiff of cake spice lead the nose on this full-bodied wine. The luscious balanced palate offers blackberry, mature plum, licorice, clove and white pepper alongside fine-grained tannins and fresh acidity. Drink 2020 - 2029.",,79,Upper-Medium,93,Very Good,Veneto,Amarone della Valpolicella Classico,,Nicolis 2012  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/nicolis-2012-amarone-della-valpolicella-classico/,Red Blend,2012,Nicolis,1
1194,15.0,High,Red,Italy,"Mocha, baking-spice and mature dark-berry aromas come together on this big red. The brawny palate delivers raisin, espresso and clove alongside close-grained tannins.",Brolo delle Giare Riserva,50,Reasonable,89,Mediocre,Veneto,Amarone della Valpolicella Valpantena,,Tezza 2011 Brolo delle Giare Riserva  (Amarone della Valpolicella Valpantena),https://www.winemag.com/buying-guide/tezza-2011-brolo-delle-giare-riserva-amarone-della-valpolicella-valpantena-308188/,Red Blend,2011,Tezza,1
2716,15.0,High,Red,Italy,"Aromas of ripe dark fruit, cocoa and cedar emerge from the glass. The densely knit palate delivers blackberry jam, mocha and licorice alongside velvety tannins and evident alcohol.",Grave Mora Riserva,41,Reasonable,89,Mediocre,Southern Italy,Aglianico del Taburno,,Fontanavecchia 2011 Grave Mora Riserva  (Aglianico del Taburno),https://www.winemag.com/buying-guide/fontanavecchia-2011-grave-mora-riserva-aglianico-del-taburno/,Aglianico,2011,Fontanavecchia,1
600,15.0,High,Red,Italy,"This opens with quintessential Amarone aromas of baked plum, dark spice, underbrush, leather and pipe tobacco. The full-bodied palate offers dried cherry, prune, toasted hazelnut, star anise and clove set against fine-grained tannins. Drink through 2024.",,124,Expensive,92,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Bertani 2009  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/bertani-2009-amarone-della-valpolicella-classico-307649/,Red Blend,2009,Bertani,1
377,15.5,High,Red,Italy,"This opens with aromas of ripe dark berry, underbrush, incense and baking spice. The juicy palate delivers black cherry, chopped mint, tobacco and a hint of clove alongside polished, fine-grained tannins.",,62,Upper-Medium,92,Pretty Good,Veneto,Amarone della Valpolicella Valpantena,,Bertani 2015  Amarone della Valpolicella Valpantena,https://www.winemag.com/buying-guide/bertani-2015-amarone-della-valpolicella-valpantena/,Red Blend,2015,Bertani,1
595,15.5,High,Red,Italy,"Violet, mature dark-fruit and cooking-spice aromas lead the nose. The dense concentrated palate offers raisin, raspberry jam, cinnamon and cocoa alongside smooth, velvety tannins.",Colle Cristi,62,Upper-Medium,92,Pretty Good,Veneto,Amarone della Valpolicella,,Castellani Michele & Figli 2015 Colle Cristi  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/castellani-michele-figli-2015-colle-cristi-amarone-della-valpolicella/,Red Blend,2015,Castellani Michele & Figli,1
1037,15.5,High,Red,Italy,"Ripe dark fruit, baking spice and cedar lead the nose. The dense palate offers raisin, vanilla and star anise alongside firm tannins.",Cinque Stelle,89,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella,,Castellani Michele & Figli 2015 Cinque Stelle  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/castellani-michele-figli-2015-cinque-stelle-amarone-della-valpolicella/,Red Blend,2015,Castellani Michele & Figli,1
1576,15.5,High,Red,Italy,"This has subdued aromas evoking Asian spice, prune, underbrush and a whiff of toast. The rather evolved, monolithic palate offers raisin steeped in spirits, black pepper and licorice alongside dusty rather fleeting tannins.",Tenuta Ca' Nova,45,Reasonable,88,Mediocre,Veneto,Amarone della Valpolicella,,Provolo 2015 Tenuta Ca' Nova  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/provolo-2015-tenuta-ca-nova-amarone-della-valpolicella-307478/,Red Blend,2015,Provolo,1
64,15.5,High,Red,Italy,"Exotic spice, mature black-skinned fruit, espresso and French oak are just some of the aromas you'll find on this delicious, full-bodied red. Boasting an enviable combination of concentrated flavors and elegance, it delivers flavors of ripe black cherry, prune steeped in spirits, vanilla bean and licorice framed by enveloping fine-grained tannins. Fresh acidity lifts the rich flavors while a coffee note lingers on the finish. Drink through 2026.",,75,Upper-Medium,94,Very Good,Veneto,Amarone della Valpolicella Classico,,Allegrini 2014  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/allegrini-2014-amarone-della-valpolicella-classico-307614/,Red Blend,2014,Allegrini,1
416,15.5,High,Red,Italy,"Violet, black-plum, underbrush and leather aromas lead the nose. The structured palate delivers blackberry jam, pipe tobacco and licorice alongside polished tannins.",,76,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Le Salette 2014  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/le-salette-2014-amarone-della-valpolicella-classico-308170/,Red Blend,2014,Le Salette,1
1012,15.5,High,Red,Italy,"Dried violet, cooking-spice and leather aromas emerge from the glass. The brawny palate offers black-cherry jam, star anise and chewing tobacco alongside velvety tannins.",Col de la Bastia,52,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella,,Fattori 2014 Col de la Bastia  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/fattori-2014-col-de-la-bastia-amarone-della-valpolicella/,Red Blend,2014,Fattori,1
1065,15.5,High,Red,Italy,"Enticing aromas of cassis, exotic spice, dark berry and baking spice form the nose. The concentrated savory palate delivers black cherry jam, ripe black plum, star anise and white pepper alongside fine-grained tannins.",La Marega,96,Upper-Medium,93,Very Good,Veneto,Amarone della Valpolicella Classico,,Le Salette 2014 La Marega  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/le-salette-2014-la-marega-amarone-della-valpolicella-classico-308171/,Red Blend,2014,Le Salette,1
1227,15.5,High,Red,Italy,"This opens with aromas suggesting raisin, forest floor, tobacco leaf and raisin. On the straightforward palate, smooth tannins support prune, black plum and baking spice.",Ruvalin,78,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella,,Adalia 2014 Ruvalin  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/adalia-2014-ruvalin-amarone-della-valpolicella/,Red Blend,2014,Adalia,1
1265,15.5,High,Red,Italy,"Aromas of moist underbrush, tobacco leaf, prune and clove slowly take shape on this. The soft approachable palate offers dried cherry, prune, brown pepper and a confectionery note alongside rounded tannins and fresh acidity. Drink through 2022.",,49,Reasonable,89,Mediocre,Veneto,Amarone della Valpolicella,,Zonin 2014  Amarone della Valpolicella,https://www.winemag.com/buying-guide/zonin-2014-amarone-della-valpolicella-307619/,Red Blend,2014,Zonin,1
1615,15.5,High,Red,Italy,"Aromas of ripe dark berry, cooking spice and underbrush lead the nose. The dense palate offers blackberry jam, clove and mocha alongside assertive tannins.",,55,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella,,San Cassiano 2014  Amarone della Valpolicella,https://www.winemag.com/buying-guide/san-cassiano-2014-amarone-della-valpolicella-308193/,Red Blend,2014,San Cassiano,1
251,15.5,High,Red,Italy,"Inviting aromas of dark-skinned berry, pipe tobacco, cassis and cedar lead the way on this smooth, full-bodied, savory red. The concentrated balanced palate doles out ripe black currant, raspberry jam, nutmeg and pepper alongside fine-grained tannins. Drink through 2029.",Lena di Mezzo,60,Upper-Medium,94,Very Good,Veneto,Amarone della Valpolicella Classico,,Monte del Fra  2013 Lena di Mezzo  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/monte-del-fra-2013-lena-di-mezzo-amarone-della-valpolicella-classico/,Red Blend,2013,Monte del Fra,1
810,15.5,High,Red,Italy,"This opens with aromas evoking black-skinned fruit, tilled soil and cooking spice. The savory concentrated palate offers mature black plum, tobacco and licorice alongside velvety tannins.",Cuslanus Riserva,65,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Albino Armani 2013 Cuslanus Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/albino-armani-2013-cuslanus-riserva-amarone-della-valpolicella-classico/,Red Blend,2013,Albino Armani,1
1048,15.5,High,Red,Italy,"Aromas of ripe dark berry, tobacco and a whiff of mocha emerge from the glass. The concentrated palate delivers dried black cherry, licorice and pepper alongside tightly knit tannins.",Riserva,90,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella,,San Cassiano 2013 Riserva  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/san-cassiano-2013-riserva-amarone-della-valpolicella-308194/,Red Blend,2013,San Cassiano,1
1106,15.5,High,Red,Italy,"Plum-cake, exotic spice and ripe black-plum aromas emerge from the glass. The brawny palate offers prune, clove and vanilla alongside assertive tannins.",Capitel della Crosara,60,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella Classico,,Montresor 2013 Capitel della Crosara  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/montresor-2013-capitel-della-crosara-amarone-della-valpolicella-classico-307469/,Red Blend,2013,Montresor,1
1607,15.5,High,Red,Italy,"The shy nose eventually reveals suggestions of dried dark-skinned fruit, underbrush and a toasted hazelnut note. The big, one-dimensional palate is already evolved, offering notes of raisin, clove and a note of powdered sage alongside soft but not very persistent tannins.",Sant'Ambrogio,75,Upper-Medium,88,Mediocre,Veneto,Amarone della Valpolicella Classico,,Aldegheri 2013 Sant'Ambrogio  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/aldegheri-2013-santambrogio-amarone-della-valpolicella-classico/,Red Blend,2013,Aldegheri,1
1654,15.5,High,Red,Italy,"This opens with aromas of scorched earth, cooking spice and a hint of ripe dark-skinned fruit. The robust straightforward palate offers raisin, vanilla and clove alongside solid tannins.",,45,Reasonable,87,Mediocre,Veneto,Amarone della Valpolicella Classico,,S. Giorgio 2013  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/s-giorgio-2013-amarone-della-valpolicella-classico/,Red Blend,2013,S. Giorgio,1
1728,15.5,High,Red,Italy,"This opens with aromas of prune, vanilla and espresso. The brawny palate offers raisin, clove and toasted oak alongside assertive astringent tannins that leave the drying finish.",Caterin Zardini Riserva,100,Upper-Medium,87,Mediocre,Veneto,Amarone della Valpolicella Classico,,Giuseppe Campagnola 2013 Caterin Zardini Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/giuseppe-campagnola-2013-caterin-zardini-riserva-amarone-della-valpolicella-classico/,Red Blend,2013,Giuseppe Campagnola,1
11,15.5,High,Red,Italy,"This opens with aromas of ripe berry, underbrush, cedar and pipe tobacco. The concentrated balanced palate offers blackberry jam, baked plum, star anise and clove alongside fine-grained tannins.",Il Bosco,85,Upper-Medium,93,Very Good,Veneto,Amarone della Valpolicella,,Cesari 2012 Il Bosco  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/cesari-2012-il-bosco-amarone-della-valpolicella/,Red Blend,2012,Cesari,1
117,15.5,High,Red,Italy,"Cocoa, baked plum, toast, culinary spice and leather aromas shape the nose. Full bodied and elegant, the smooth, dense palate doles out fleshy black cherry, blackberry jam, licorice and clove while velvety tannins provide structure. It closes on an espresso note. Drink through 2027.",Costasera Riserva,80,Upper-Medium,94,Very Good,Veneto,Amarone della Valpolicella Classico,,Masi 2012 Costasera Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/masi-2012-costasera-riserva-amarone-della-valpolicella-classico-307642/,Red Blend,2012,Masi,1
247,15.5,High,Red,Italy,"This full-bodied red opens with aromas of underbrush, steeped prune, French oak, ground culinary spice and a whiff of graphite. The bold palate delivers dried cherry marinated in spirits, raisin, licorice and tobacco while firm, velvety tannins provide support. Drink through 2024.",Lena di Mezzo Scarnocchio Riserva,100,Upper-Medium,93,Very Good,Veneto,Amarone della Valpolicella Classico,,Monte del Fra  2012 Lena di Mezzo Scarnocchio Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/monte-del-fra-2012-lena-di-mezzo-scarnocchio-riserva-amarone-della-valpolicella-classico-307624/,Red Blend,2012,Monte del Fra,1
338,15.5,High,Red,Italy,"Made with organically farmed grapes, this opens with aromas of violet, dark-skinned berry and new leather. The concentrated, balanced palate delivers blackberry jam, baked plum, licorice and ground black pepper. Solid but velvety tannins provide the backbone.",Valmezzane,112,Expensive,93,Very Good,Veneto,Amarone della Valpolicella,,Corte Sant'Alda 2012 Valmezzane  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/corte-santalda-2012-valmezzane-amarone-della-valpolicella/,Red Blend,2012,Corte Sant'Alda,1
362,15.5,High,Red,Italy,"Made with organically farmed dried grapes, this boasts inviting aromas of ripe dark-skinned berry, tilled soil, new leather and baking spice. Concentrated yet elegant, the palate delivers ripe black plum, blackberry jam, clove and black pepper alongside fine-grained tannins and fresh acidity. A licorice note wraps up the long finish. Drink 2020 - 2030.",Mithas,246,Expensive,94,Very Good,Veneto,Amarone della Valpolicella,,Corte Sant'Alda 2012 Mithas  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/corte-santalda-2012-mithas-amarone-della-valpolicella/,Red Blend,2012,Corte Sant'Alda,1
526,15.5,High,Red,Italy,"This opens with aromas of ripe plum, violet, cinnamon and new leather. The savory palate offers blackberry extract, white pepper and mocha alongside enveloping polished tannins.",,54,Upper-Medium,92,Pretty Good,Veneto,Amarone della Valpolicella Classico,,San Rustico 2012  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/san-rustico-2012-amarone-della-valpolicella-classico/,Red Blend,2012,San Rustico,1
872,15.5,High,Red,Italy,"Scorched earth, prune, Asian spice, toasted nut and leather aromas make their way to the forefront. The brawny palate offers raisin, cherry marinated in spirits, licorice and tobacco set against fine-grained tannins. Drink through 2024.",Serego Alighieri Vaio Armaron,88,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Masi 2012 Serego Alighieri Vaio Armaron  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/masi-2012-serego-alighieri-vaio-armaron-amarone-della-valpolicella-classico-307641/,Red Blend,2012,Masi,1
1203,15.5,High,Red,Italy,"This opens with aromas of ripe dark berry, coconut and underbrush. The bracing palate displays raisin, roasted coffee bean and tobacco alongside grainy tannins that grip the finish.",,45,Reasonable,89,Mediocre,Veneto,Amarone della Valpolicella,,Monteci 2012  Amarone della Valpolicella,https://www.winemag.com/buying-guide/monteci-2012-amarone-della-valpolicella/,Red Blend,2012,Monteci,1
220,15.5,High,Red,Italy,"Baked plum, pressed violet, smoke and nutmeg aromas pave the way on this bold red. The palate combines muscle and finesse, offering prune, black cherry extract, cake spice and tobacco framed in firm velvety tannins. The warmth of alcohol and a dollop of vanilla linger on the close. Drink now through 2026.",,120,Expensive,93,Very Good,Veneto,Amarone della Valpolicella Classico,,Zyme 2011  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/zyme-2011-amarone-della-valpolicella-classico-308898/,Red Blend,2011,Zyme,1
621,15.5,High,Red,Italy,"Aromas of mature black-skinned berry, forest floor and a balsamic note emerge from the glass. The smooth ripe palate delivers prune, star anise and white pepper alongside velvety tannins.",,66,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella,,I Saltari 2011  Amarone della Valpolicella,https://www.winemag.com/buying-guide/i-saltari-2011-amarone-della-valpolicella/,Red Blend,2011,I Saltari,1
659,15.5,High,Red,Italy,"Aromas of dried black-skinned berry, black pepper and underbrush emerge from the glass. The concentrated palate offers black-currant jam, steeped prune, licorice and baking spice alongside fine-grained tannins.",Corte Bra,59,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Sartori 2011 Corte Bra   (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/sartori-2011-corte-bra-amarone-della-valpolicella-classico/,Red Blend,2011,Sartori,1
969,15.5,High,Red,Italy,"Aromas of toasted oak, coconut, black-skinned fruit and exotic spice lead the nose. The firm palate offers black-currant jam, espresso, licorice and tobacco alongside fine-grained tannins.",Checo,70,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Damoli 2011 Checo  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/damoli-2011-checo-amarone-della-valpolicella-classico-307474/,Red Blend,2011,Damoli,1
993,15.5,High,Red,Italy,"Aromas of raisin, leafy underbrush and leather emerge from the glass. The dense palate delivers prune, licorice and vanilla alongside big chewy tannins.",Ca' Florian Riserva,135,Expensive,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Tommasi 2011 Ca' Florian Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/tommasi-2011-ca-florian-riserva-amarone-della-valpolicella-classico/,Red Blend,2011,Tommasi,1
1193,15.5,High,Red,Italy,"Aromas of mature dark berry, mocha and baking spice come to the forefront. The syrupy palate offers prune, star anise and a hint of cocoa alongside tightly packed tannins.",Plenum Riserva,89,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella,,Villa Canestrari 2011 Plenum Riserva  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/villa-canestrari-2011-plenum-riserva-amarone-della-valpolicella-308190/,Red Blend,2011,Villa Canestrari,1
1231,15.5,High,Red,Italy,"Subdued aromas suggesting scorched earth, used leather and steeped prune emerge from the glass. The evolved palate delivers raisin, star anise, powdered sage and tobacco alongside close-grained but fleeting tannins.",,70,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella,,Provolo 2011  Amarone della Valpolicella,https://www.winemag.com/buying-guide/provolo-2011-amarone-della-valpolicella-307477/,Red Blend,2011,Provolo,1
672,15.5,High,Red,Italy,"Aromas of cedar, crushed violet and black pepper lead the way. The polished palate delivers dried black cherry, raisin, nutmeg and vanilla alongside velvety tannins.",Hatteso Riserva,120,Expensive,91,Pretty Good,Veneto,Amarone della Valpolicella,,Garbole 2010 Hatteso Riserva  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/garbole-2010-hatteso-riserva-amarone-della-valpolicella-308295/,Red Blend,2010,Garbole,1
2717,15.5,High,Red,Italy,"Aromas of black plum, tilled soil and cedar lead the nose. The dense palate delivers blackberry jam, black pepper, cocoa and star anise alongside chewy tannins and the warmth of evident alcohol.",Riserva,28,Reasonable,89,Mediocre,Southern Italy,Aglianico del Taburno,,Fontanavecchia 2010 Riserva  (Aglianico del Taburno),https://www.winemag.com/buying-guide/fontanavecchia-2010-riserva-aglianico-del-taburno-306093/,Aglianico,2010,Fontanavecchia,1
533,15.5,High,Red,Italy,"Smoke, leather, scorched earth, mature plum and baking-spice aromas mingle together. The brooding robust palate evokes morello cherry marinated in spirits, prune, licorice and clove alongside a network of taut close-grained tannins. A note of roasted coffee bean marks the close. Drink through 2024.",Bosan Riserva,110,Expensive,92,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Cesari 2009 Bosan Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/cesari-2009-bosan-riserva-amarone-della-valpolicella-classico-307650/,Red Blend,2009,Cesari,1
1211,15.5,High,Red,Italy,"Scorched earth, mocha and ripe black-plum aromas form the nose. The forward palate offers prune, espresso and star anise alongside close-grained tannins.",Hatteso Riserva,110,Expensive,89,Mediocre,Veneto,Amarone della Valpolicella,,Garbole 2009 Hatteso Riserva  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/garbole-2009-hatteso-riserva-amarone-della-valpolicella-308294/,Red Blend,2009,Garbole,1
417,15.5,High,Red,Italy,"Ripe dark-berry, underbrush and cooking-spice aromas lead the way. The concentrated, rich palate delivers raisin, star anise and tobacco alongside firm, refined tannins.",,75,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Le Ragose 2008  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/le-ragose-2008-amarone-della-valpolicella-classico/,Red Blend,2008,Le Ragose,1
692,15.5,High,Red,Italy,"Moist underbrush, grilled celery, smoke, steeped prune and tobacco aromas slowly take shape on this smooth full-bodied red. The soft concentrated palate is already accessible, offering baked plum, black-cherry extract, vanilla and the heat of evident alcohol alongside velvety tannins.",De Buris Riserva,300,Expensive,91,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Tommasi 2008 De Buris Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/tommasi-2008-de-buris-riserva-amarone-della-valpolicella-classico-308899/,Red Blend,2008,Tommasi,1
1005,15.5,High,Red,Italy,"Aromas of mature dark-skinned berry, cooking spice and cedar lead the nose. The concentrated palate offers blackberry jam, clove and licorice alongside polished tannins.",Marta Galli,110,Expensive,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Le Ragose 2008 Marta Galli  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/le-ragose-2008-marta-galli-amarone-della-valpolicella-classico-308173/,Red Blend,2008,Le Ragose,1
1243,15.5,High,Red,Italy,"Tilled soil, baking-spice and ripe dark-skinned fruit aromas emerge from the glass. The linear palate offers raisin, licorice and clove alongside chewy tannins.",Hatteso Riserva,110,Expensive,89,Mediocre,Veneto,Amarone della Valpolicella,,Garbole 2008 Hatteso Riserva  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/garbole-2008-hatteso-riserva-amarone-della-valpolicella-308293/,Red Blend,2008,Garbole,1
932,15.5,High,Red,Italy,"Dried black-cherry, exotic spice and sweet pipe-tobacco aromas lead the nose on this mature wine. The smooth forward palate offers raisin, prune, cinnamon and star anise alongside buffed tannins.",Guglielmi di Jago 20 Years,340,Expensive,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Villa Spinosa 1998 Guglielmi di Jago 20 Years  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/villa-spinosa-1998-guglielmi-di-jago-20-years-amarone-della-valpolicella-classico/,Red Blend,1998,Villa Spinosa,1
950,16.0,High,Red,Italy,"This brawny red opens with aromas of mature dark-skinned berry, new leather and cedar. The full-bodied palate delivers plum jam, vanilla and nutmeg alongside velvety tannins.",,60,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella,,Luciano Arduini 2015  Amarone della Valpolicella,https://www.winemag.com/buying-guide/luciano-arduini-2015-amarone-della-valpolicella/,Red Blend,2015,Luciano Arduini,1
1110,16.0,High,Red,Italy,"This opens with ripe black-plum, underbrush and toasted oak aromas. The palate delivers prune, roasted coffee bean and cocoa alongside chewy tannins.",I Campi Lunghi,60,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella,,I Campi 2015 I Campi Lunghi  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/i-campi-2015-i-campi-lunghi-amarone-della-valpolicella-307481/,Red Blend,2015,I Campi,1
1234,16.0,High,Red,Italy,"Aromas of toasted oak, cooking spice and prune lead the nose. The warm, dense palate offers dried black cherry, mocha and clove alongside close-grained tannins.",Simison,80,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella,,Luciano Arduini 2015 Simison  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/luciano-arduini-2015-simison-amarone-della-valpolicella/,Red Blend,2015,Luciano Arduini,1
1250,16.0,High,Red,Italy,"Aromas of toasted oak, coconut and ripe dark fruit lead the nose. The dense palate offers prune, licorice and espresso alongside close-grained tannins.",,47,Reasonable,89,Mediocre,Veneto,Amarone della Valpolicella,,Corte Adami 2015  Amarone della Valpolicella,https://www.winemag.com/buying-guide/corte-adami-2015-amarone-della-valpolicella/,Red Blend,2015,Corte Adami,1
1669,16.0,High,Red,Italy,"Aromas of steeped prune, leafy underbrush and toasted oak lead the nose. The dense one-dimensional palate offers raisin, coffee bean and espresso alongside tightly packed tannins that leave a drying finish.",Gran Lombardo,75,Upper-Medium,87,Mediocre,Veneto,Amarone della Valpolicella,,Bonfanti 2015 Gran Lombardo  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/bonfanti-2015-gran-lombardo-amarone-della-valpolicella/,Red Blend,2015,Bonfanti,1
535,16.0,High,Red,Italy,"Tobacco, underbrush and ripe dark-berry aromas lead the nose. The savory structured palate offers raisin, clove and black pepper set against fine-grained tannins.",Moropio,55,Upper-Medium,92,Pretty Good,Veneto,Amarone della Valpolicella,,Antolini 2014 Moropio  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/antolini-2014-moropio-amarone-della-valpolicella/,Red Blend,2014,Antolini,1
1377,16.0,High,Red,Italy,"This opens with aromas of tilled soil, cooking spice and ripe dark fruit. The dense palate delivers raisin, clove and tobacco alongside polished tannins.",,55,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Tedeschi 2014  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/tedeschi-2014-amarone-della-valpolicella-classico/,Red Blend,2014,Tedeschi,1
